airline,flight_number,origin,destination,arrival_date,symptoms_onset_date,close_contact_rows,reporting_state
Jetstar,JQ672,Sydney,Darwin,Thu 19 March 2020,Thu 02 April 2020,,NT
Etihad,EY450,Abu Dhabi,Sydney,Thu 19 March 2020,Thu 02 April 2020,"15,16,17,18,19",ACT
Virgin Australia,VA640,Sydney,Canberra,Thu 19 March 2020,Thu 02 April 2020,"10,11,12,13,14",ACT
Singapore Airlines,SQ288,Singapore (via Sydney),Canberra,Thu 19 March 2020,Thu 02 April 2020,"30,31,32,33,34",ACT
Air Canada,AC0033,Vancouver,Sydney,Wed 18 March 2020,Wed 01 April 2020,"32, 33, 34, 35, 36",NSW
Qantas,QF12,Los Angeles,Sydney,Wed 18 March 2020,Wed 01 April 2020,"20, 21, 22, 23, 24",NSW
Qantas,QF74,San Francisco,Sydney,Wed 18 March 2020,Wed 01 April 2020,"20, 21,,22,,23, 40, 41,42",NSW
United Airlines,UA863,San Francisco,Sydney,Wed 18 March 2020,Wed 01 April 2020,"31, 32, 33, 34, 35",NSW
Emirates,EK412/QF8412,Dubai,Sydney,Wed 18 March 2020,Wed 01 April 2020,"42, 43, 44, 45, 46",NSW
Emirates,EK414,Dubai,Sydney,Wed 18 March 2020,Wed 01 April 2020,"13, 14, 15, 16, 1755, 56, 57, 58, 59",NSW
Etihad,EY454,Abu Dhabi,Sydney,Wed 18 March 2020,Wed 01 April 2020,"1, 2, 3, 4",NSW
Etihad,EY450,Abu Dhabi,Sydney,Wed 18 March 2020,Wed 01 April 2020,"26, 27, 28, 29, 30",NSW
Qantas,QF20,Manila,Sydney,Wed 18 March 2020,Wed 01 April 2020,"2, 3, 4, 5, 6",NSW
Jetstar,JQ661,Ayers Rock,Sydney,Wed 18 March 2020,Wed 01 April 2020,"24, 25, 26, 27, 28",NSW
Qantas,QF8,Dallas,Sydney,Wed 18 March 2020,Wed 01 April 2020,"24, 25, 26, 27, 28",NSW
Qantas,QF520,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,"17, 18, 19, 20, 21",NSW
Qantas,QF783,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Qantas,QF759,Sydney,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
Virgin Australia,VA243,Melbourne,Adelaide,Wed 18 March 2020,Wed 01 April 2020,,SA
QANTAS,QF485,Melbourne,Perth,Wed 18 March 2020,Wed 01 April 2020,"1, 2, 3, 4",WA
Jetstar,JQ1409,Denpasar,Perth,Wed 18 March 2020,Wed 01 April 2020,"26, 27, 28, 29, 30",WA
QANTAS,QF72,Singapore,Perth,Wed 18 March 2020,Wed 01 April 2020,"33, 34, 35, 36, 37",WA
Emirates,EK434,Dubai,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Etihad,EY484,Abu Dhabi,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Etihad,EY484,Cairo,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ403,Gold Coast,Sydney,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ424,Sydney,Gold Coast,Wed 18 March 2020,Wed 01 April 2020,,QLD
Jetstar,JQ812,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF0052,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF1436,Sydney,Toowoomba,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF16,Los Angeles,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF2378,Brisbane,Hervey Bay,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF52,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF520,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF524,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF56,Los Angeles,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Qantas,QF922,Sydney,Cairns,Wed 18 March 2020,Wed 01 April 2020,,QLD
Singapore Airlines,SQ245,Singapore,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Virgin Airlines,VA931,Sydney,Brisbane,Wed 18 March 2020,Wed 01 April 2020,,QLD
Etihad,EY450,Abu Dhabi,Sydney,Wed 18 March 2020,Wed 01 April 2020,"42,43,44,45,46",ACT
Virgin Australia,VA640,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,"3,4,5,6,7",ACT
Qantas,QF74,San Francisco,Sydney,Wed 18 March 2020,Wed 01 April 2020,"54,55,56,57,58",ACT
Qantas,QF1513,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,,ACT
Emirates,QF8412,Dubai,Sydney,Wed 18 March 2020,Wed 01 April 2020,"24,25,26,27,28",ACT
Qantas,QF1473,Sydney,Canberra,Wed 18 March 2020,Wed 01 April 2020,"1,2,3,4,5",ACT
Delta Airlines,DL41VA6551,Los Angeles,Sydney,Tue 17 March 2020,Tue 31 March 2020,"54, 55, 56, 572, 3, 4, 5, 6",NSW
Qantas,QF12,Los Angeles,Sydney,Tue 17 March 2020,Tue 31 March 2020,"18, 19, 20, 21, 2251, 52, 53, 54, 55, 56, 5767, 68, 69, 70, 7178, 79, 80, 81, 82",NSW
United Airlines,UA863,San Francisco,Sydney,Tue 17 March 2020,Tue 31 March 2020,"10,11, 12, 20, 21",NSW
China Airlines,CI51,Taipei,Sydney,Tue 17 March 2020,Tue 31 March 2020,"65, 66, 67, 68, 69",NSW
Emirates,EK414,Dubai,Sydney,Tue 17 March 2020,Tue 31 March 2020,"15, 16, 17, 18, 1945, 46, 47, 48, 4958, 59, 60, 61, 62",NSW
Qantas,QF2,Singapore,Sydney,Tue 17 March 2020,Tue 31 March 2020,"74, 75, 76, 77",NSW
Emirates,EK416,Dubai,Sydney,Tue 17 March 2020,Tue 31 March 2020,TBC,NSW
Air New Zealand,NZ101,Auckland,Sydney,Tue 17 March 2020,Tue 31 March 2020,"55, 56, 57, 58, 59",NSW
LATAM Airlines,LA801,Auckland,Sydney,Tue 17 March 2020,Tue 31 March 2020,TBC,NSW
Singapore Airlines,SQ221,Singapore,Sydney,Tue 17 March 2020,Tue 31 March 2020,"16, 17, 18, 19, 20",NSW
Qantas,QF429,Sydney,Melbourne,Tue 17 March 2020,Tue 31 March 2020,"7,8,9,10,11",NSW
FlyCorporate,FC226,Melbourne,Wollongong,Tue 17 March 2020,Tue 31 March 2020,"9,10,11,12,13",NSW
Jetstar,JQ514,Melbourne,Sydney,Tue 17 March 2020,Tue 31 March 2020,"7,8,9,10,11",NSW
Singapore Airlines,SQ241,Singapore,Sydney,Tue 17 March 2020,Tue 31 March 2020,"11, 12, 14 (no 13), 15, 16",NSW
Virgin Australia,VA437,Sydney,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF759,Sydney,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Qantas,QF677,Melbourne,Adelaide,Tue 17 March 2020,Tue 31 March 2020,,SA
Emirates,EK0420,Dubai,Perth,Tue 17 March 2020,Tue 31 March 2020,"82, 83, 84,85, 86",WA
QANTAS,QF769,Melbourne,Perth,Tue 17 March 2020,Tue 31 March 2020,"53, 54, 55, 56, 57",WA
Emirates,EK0420,Dubai,Perth,Tue 17 March 2020,Tue 31 March 2020,"71, 72, 73, 74, 75",WA
QANTAS,QF769,Melbourne,Perth,Tue 17 March 2020,Tue 31 March 2020,"53, 54, 55, 56, 57",WA
Air Canada,AC53,Vancouver,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
"Royal Brunei 
  Airlines",BI9,Brunei,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Emirates,EK430,Dubai,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Emirates,EK434,Dubai,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Etihad,EY484,Abu Dhabi,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
"Swiss Air/Singapore
  Airlines",LX9018/ SQ235,Singapore,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF16,Los Angeles,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF52,Singapore,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF594,Perth,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF60,San Francisco,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF610,Melbourne,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF98,Hong Kong,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Virgin Airlines,VA471,Perth,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Virgin Australia,VA8,Los Angeles,Brisbane,Tue 17 March 2020,Tue 31 March 2020,,QLD
Qantas,QF94,Los Angeles,Melbourne,Tue 17 March 2020,Tue 31 March 2020,"71,72,73,74,75",ACT
Qantas,QF2130,Melbourne,Canberra,Tue 17 March 2020,Tue 31 March 2020,"15,16,17,18,19",ACT
Etihad,EY78,Amsterdam,Abu Dhabi,Tue 17 March 2020,Tue 31 March 2020,**,ACT
Qatar,QR908,Doha,Sydney,Tue 17 March 2020,Tue 31 March 2020,"79,80,81,82,83",ACT
Virgin Australia,VA672,Sydney,Canberra,Tue 17 March 2020,Tue 31 March 2020,"12,13,14,15,16",ACT
Qantas,QF816,Melbourne,Canberra,Tue 17 March 2020,Tue 31 March 2020,,ACT
Qatar,QR906,Doha (via Sydney),Canberra,Tue 17 March 2020,Tue 31 March 2020,"42,43,44,45,46",ACT
Virgin Australia,VA134,Christchurch,Sydney,Tue 17 March 2020,Tue 31 March 2020,"23,24,25,26,27",ACT
Virgin Australia,VA640,Sydney,Canberra,Tue 17 March 2020,Tue 31 March 2020,"3,4,5,6,7",ACT
Delta,DL41,Los Angeles,Sydney,Mon 16 March 2020,Mon 30 March 2020,"47, 48, 49, 50, 51",NSW
Qantas,QF74,San Francisco,Sydney,Mon 16 March 2020,Mon 30 March 2020,"19, 20, 21, 22, 2340, 41, 42, 4365, 66, 67, 68, 69",NSW
Qantas,QF12,Los Angeles,Sydney,Mon 16 March 2020,Mon 30 March 2020,"11, 12, 13, 14, 1520, 21, 22, 23, 24",NSW
Qantas,QF2,London,Sydney(via Singapore),Mon 16 March 2020,Mon 30 March 2020,"11, 12, 13",NSW
Virgin Australia,VA24,Los Angeles,Sydney,Mon 16 March 2020,Mon 30 March 2020,"29, 30, 31, 32, 33",NSW
Emirates,EK416,Dubai,Sydney,Mon 16 March 2020,Mon 30 March 2020,"37, 38, 39, 40, 41, 42",NSW
Etihad/Virgin,EY454 / VA7092,Abu Dhabi,Sydney,Mon 16 March 2020,Mon 30 March 2020,"16,17,1869,70,71,72,7311, 12, 13, 14, 15",NSW
Etihad,EY450,Abu Dhabi,Sydney,Mon 16 March 2020,Mon 30 March 2020,"5, 618, 19, 20, 21, 2224, 25, 26, 27, 28, 2934, 35, 36, 37, 38",NSW
Malindo Air,OD177,Denpasar,Melbourne,Mon 16 March 2020,Mon 30 March 2020,"2,3,4,5,6",NSW
Qantas,QF2,Singapore,Sydney,Mon 16 March 2020,Mon 30 March 2020,"75, 76, 77, 78, 79",NSW
Qatar Airlines,QR906,Doha,Sydney,Mon 16 March 2020,Mon 30 March 2020,"17, 18, 19, 20, 2141, 42, 43, 44, 45",NSW
Qatar Airlines,QR908,Doha,Sydney,Mon 16 March 2020,Mon 30 March 2020,"25, 26, 27, 28, 29",NSW
Qantas,QF8,Dallas,Sydney,Mon 16 March 2020,Mon 30 March 2020,"2, 3, 4, 5, 48",NSW
Thai Airways,TG475,Bangkok,Sydney,Mon 16 March 2020,Mon 30 March 2020,"66, 67, 68, 69, 70, 71",NSW
Emirates,QF8765EK413,Christchurch,Sydney,Mon 16 March 2020,Mon 30 March 2020,"7, 8, 9, 10, 11",NSW
Rex,ZL628,Sydney,Bathuurst,Mon 16 March 2020,Mon 30 March 2020,"6, 7, 8, 9, 10",NSW
Scoot,TR12,Singapore,Sydney,Mon 16 March 2020,Mon 30 March 2020,"7, 8, 9, 10, 11",NSW
Virgin Australia,VA815,Melbourne,Sydney,Mon 16 March 2020,Mon 30 March 2020,"1, 2, 3, 4",NSW
Virgin,VA1628,Uluru,Sydney,Mon 16 March 2020,Mon 30 March 2020,"21, 22, 23, 24, 25",NSW
Qantas,QF761,Sydney,Adelaide,Mon 16 March 2020,Mon 30 March 2020,,SA
Virgin Australia,VA213,Melbourne,Adelaide,Mon 16 March 2020,Mon 30 March 2020,,SA
Qantas,QF675,Melbourne,Adelaide,Mon 16 March 2020,Mon 30 March 2020,,SA
Virgin Australia,VA211,Melbourne,Adelaide,Mon 16 March 2020,Mon 30 March 2020,,SA
Qatar Airways,QR900,Doha,Perth,Mon 16 March 2020,Mon 30 March 2020,"16, 17, 18, 19, 20",WA
Air New Zealand,NZ175,Auckland,PerthArriving 15:40,Mon 16 March 2020,Mon 30 March 2020,"22, 23, 24, 25, 26, 27",WA
QANTAS,QF581,Sydney,PerthArriving 12:20,Mon 16 March 2020,Mon 30 March 2020,"1, 2, 3, 4, 5",WA
QANTAS,QF10,London,Perth,Mon 16 March 2020,Mon 30 March 2020,"56, 57 ,58 ,59 ,60",WA
Virgin,VA569,Sydney,Perth,Mon 16 March 2020,Mon 30 March 2020,"27, 28, 29, 30, 31",WA
Air Canada,AC2740,Brisbane,Perth,Mon 16 March 2020,Mon 30 March 2020,"1, 2, 3, 4, 5",WA
Royal Brunei Airlines,B10009,Brunei,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
British Airways,BA15,Singapore,Sydney,Mon 16 March 2020,Mon 30 March 2020,,QLD
Air Asia,D7200,Kuala Lumpur,Gold Coast,Mon 16 March 2020,Mon 30 March 2020,,QLD
Emirates,EK052,Dubai,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Emirates,EK434,Madrid,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Singapore Airlines,FQ235,London,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Hawaii Airlines,HA443,Hawaii,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Air New Zealand,MZ135,Auckland,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Qantas,QF52,Singapore,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Qantas,QF520,Sydney,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Qantas,QF62,Tokyo,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Singapore Airlines,SQ235,Singapore,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Virgin Airlines,VA931,Sydney,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Virgin Airlines,VA939,Sydney,Brisbane,Mon 16 March 2020,Mon 30 March 2020,,QLD
Qatar,QR906,Doha (via Sydney),Canberra,Mon 16 March 2020,Mon 30 March 2020,*,ACT
Qantas,QF36,Singapore,Melbourne,Mon 16 March 2020,Mon 30 March 2020,"56,57,58,59,60",ACT
Qantas,QF12,Los Angeles,Sydney,Sun 15 March 2020,Sun 29 March 2020,"25, 26, 27, 28, 29, 3084, 85, 86, 87, 88",NSW
United Airlines,UA839,Los Angeles,Sydney,Sun 15 March 2020,Sun 29 March 2020,"31, 32, 33, 34, 35",NSW
Qantas,QF74,San Francisco,Sydney,Sun 15 March 2020,Sun 29 March 2020,"23, 40, 41, 42, 43",NSW
Cebu Pacific,5J39,Manila,Sydney,Sun 15 March 2020,Sun 29 March 2020,"49, 50, 51, 52, 53",NSW
Etihad,EY454,Abu Dhabi,Sydney,Sun 15 March 2020,Sun 29 March 2020,TBC,NSW
Phillippines Airlines,PR211,Manila,Sydney,Sun 15 March 2020,Sun 29 March 2020,"2, 3, 4, 5, 21",NSW
Qantas,QF2,Singapore,Sydney,Sun 15 March 2020,Sun 29 March 2020,"6, 7, 8, 9, 1080, 81, 82, 83, 84",NSW
Thai Airways,TG0475,Bangkok,Sydney,Sun 15 March 2020,Sun 29 March 2020,"61, 62, 63, 64, 65",NSW
Jetstar,JQ461,Ballina,Sydney,Sun 15 March 2020,Sun 29 March 2020,"5, 6, 7, 8, 9",NSW
Jetstar,JQ660,Sydney,Ayers Rock,Sun 15 March 2020,Sun 29 March 2020,"8, 9, 10, 11, 12",NSW
Jetstar,JQ785,Maroochydore, Sydney,Sun 15 March 2020,Sun 29 March 2020,"1, 2, 3, 4",NSW
Emirates,EK414,Dubai,Sydney,Sun 15 March 2020,Sun 29 March 2020,"39, 40, 41, 42, 43",NSW
Qantas,QF751,Sydney,Adelaide,Sun 15 March 2020,Sun 29 March 2020,"18, 19, 20, 21, 22",NSW
Qantas,QF582,Perth,Sydney,Sun 15 March 2020,Sun 29 March 2020,TBC,NSW
Qantas,QF751,Sydney,Adelaide,Sun 15 March 2020,Sun 29 March 2020,"18, 19, 20, 21, 22",NSW
Qantas,QF866,Sydney,Hamilton Island,Sun 15 March 2020,Sun 29 March 2020,"3, 4, 5, 6, 722, 23, 24, 25, 26",NSW
Qantas,QF2422,Newcastle,Brisbane,Sun 15 March 2020,Sun 29 March 2020,"3, 4, 5, 6, 7",NSW
Singapore Airlines,SQ231,Singapore,Sydney,Sun 15 March 2020,Sun 29 March 2020,"35, 41, 42, 43, 44",NSW
Virgin,VA932,Brisbane,Sydney,Sun 15 March 2020,Sun 29 March 2020,"7, 8, 9, 10, 11",NSW
Qantas,QF751,Adelaide,Sydney,Sun 15 March 2020,Sun 29 March 2020,,SA
Jetstar,JQ453,Gold Coast,Adelaide,Sun 15 March 2020,Sun 29 March 2020,,SA
Emirates Airlines,EK440,Dubai,Adelaide,Sun 15 March 2020,Sun 29 March 2020,,SA
Thai Airways,TG481,Bangkok,Perth,Sun 15 March 2020,Sun 29 March 2020,"47, 48, 49, 50, 51",WA
Finnair,CX157,Hong Kong,Brisbane,Sun 15 March 2020,Sun 29 March 2020,,QLD
Etihad,EY484,Abu Dhabi,Brisbane,Sun 15 March 2020,Sun 29 March 2020,,QLD
Malaysia Airlines,MH135,Kuala Lumpur,Brisbane,Sun 15 March 2020,Sun 29 March 2020,,QLD
